Employee_Name,Department,Years_Experience,Salary
Gérard Gosselin Le Martinez,Management,28,35349.62
Claude Bouvet,Sales,12,50862.15
Nicolas Auger,Management,14,89962.63
Virginie Lombard,Management,22,87896.01
Hortense Fernandez,Service,22,115811.72
Madeleine Rémy,Management,9,106379.06
Élodie Baron,Management,5,44602.24
Auguste Bouvier,Management,21,69055.88
Marthe Schmitt,Service,29,34801.75
René Weber,Sales,15,61289.38
Véronique Thibault,Service,6,31202.26
Élisabeth Normand,Sales,21,69684.16
Margaux-Sophie Blanchet,Sales,8,44610.05
Léon Coste,Sales,5,75142.06
Stéphanie Noël,Management,7,40170.26
André Lemaître,Sales,12,44499.47
Victor-Patrick Philippe,Sales,8,28773.1
Dominique Dupré,Service,14,117317.79
Thierry Le Guichard,Sales,22,58914.04
Claude Lejeune,Sales,11,57688.23
Charlotte Boulanger,Management,28,56458.1
Adélaïde Lemaire,Sales,11,115078.36
René Courtois,Service,14,105181.94
Susanne Lévêque,Service,4,82970.88
Anaïs Gimenez-Denis,Management,26,88586.35
Hugues Noël,Service,13,62893.74
Augustin Le Collet,Service,21,89608.84
Guillaume Alves,Service,5,45207.69
Bertrand Hubert,Management,13,75721.74
Dorothée Devaux,Sales,25,23203.75
Camille Perrot,Sales,7,113880.01
Gabriel Guyot,Management,29,32928.87
Virginie Roche,Sales,28,79193.97
Jeannine Gros,Management,12,111776.73
Christophe Gilbert,Service,7,66080.82
Jules Lelièvre,Management,6,86112.39
Lucie-Mathilde Picard,Service,24,106389.75
Renée Valentin du Barbier,Sales,20,81621.65
Timothée Durand-Lebon,Sales,19,54701.92
Catherine Lemaître,Management,16,112980.56
Céline Da Silva,Management,8,113502.58
Suzanne du Bousquet,Sales,22,84842.22
Paul-Benjamin Nguyen,Sales,10,99452.13
Océane Cousin,Management,16,77078.68
Xavier Dupuy,Service,30,39147.25
Bertrand Fabre de Dufour,Service,30,63755.69
Luc Lévy,Management,10,64438.38
Henri-Étienne Allard,Management,6,40087.28
Jean Ribeiro,Sales,8,56272.24
Jacqueline Faure de la Peltier,Management,17,106605.62
Isaac Joly,Management,9,45490.55
Dorothée Tanguy,Service,30,77102.82
Marcelle Lévêque,Service,2,48858.88
Léon Marty,Service,19,27806.96
Audrey Dumont,Management,4,69393.37
Gilles Legros,Management,8,38485.55
Hélène Julien,Management,13,84320.5
Frédéric Clément,Sales,18,67186.7
Luce Brun,Service,16,33712.25
Richard Lopes,Management,25,100834.06
Catherine-Margaud Dumas,Sales,22,69353.02
Raymond Guichard,Service,22,85648.4
Victoire-Astrid Jacquot,Management,10,47644.05
Martine Brun,Management,26,30459.44
Olivie Pasquier,Sales,23,67263.2
Étienne Merle,Service,3,32871.54
Frédérique Laurent,Sales,27,92575.44
Margaret Turpin,Management,8,73087.04
Céline Lamy,Management,25,36031.81
Margaret-Zoé Gaillard,Service,25,96042.12
Théodore Laporte,Sales,20,92170.87
Marc Pierre,Sales,14,33294.62
Noémi Lucas-Morvan,Service,1,57153.99
Frédérique de Lemoine,Management,11,76370.98
Émile Techer,Management,5,33536.49
Adrien Maurice,Management,5,62383.4
Rémy Renard,Service,21,31744.3
Pierre Gay,Sales,8,74326.01
Célina Philippe de Lejeune,Service,10,118755.0
Émilie Tanguy,Service,6,60404.23
Auguste Dos Santos,Sales,7,110613.11
Michèle Clerc de la Vincent,Service,17,40915.46
Olivie Leclerc,Service,19,80579.67
Éric Wagner,Sales,19,93509.23
Anne de la Leroy,Service,1,37999.75
Pierre Garnier,Service,3,74720.89
David Rousseau,Management,1,51506.4
Rémy Vidal,Management,4,102078.16
Sabine Mathieu,Sales,12,103946.96
Joseph Henry,Management,18,50349.67
Jérôme Hubert,Service,14,98384.47
Laurent Thierry,Management,17,66645.35
Adélaïde Weber,Service,22,76164.97
Jeanne-Margot Delattre,Service,15,61983.66
Anouk de Rocher,Service,11,114906.24
Édouard Perret,Sales,1,52456.43
René Alves,Sales,23,71477.83
Maryse Mathieu-Courtois,Management,25,31534.67
Martin-Paul Lecomte,Sales,10,93404.78
David Hardy du Cordier,Management,1,40882.13
Robert de Leroy,Service,10,74798.58
Raymond Boucher,Sales,20,90889.3
Sébastien Bouvier,Management,25,25029.77
Odette Dumas-Lejeune,Service,6,84874.48
Yves Lopes,Sales,14,92598.56
Frédérique Besnard,Sales,21,88702.39
Yves Legrand,Service,19,38416.05
Émile Étienne,Sales,29,87603.59
Maggie Guibert,Service,18,55054.32
Robert-Émile Sanchez,Sales,22,31463.05
Jérôme Gomez de Martinez,Service,3,100895.17
Robert de Chrétien,Sales,2,20626.13
Maurice Richard,Sales,14,111024.11
Alexandrie Le Rousset,Management,23,107780.69
Lucas Guillet,Sales,15,110368.73
Eugène Goncalves,Service,24,44145.03
Arthur Antoine,Service,28,105162.65
Nicole Dijoux,Sales,26,87970.21
William Ferrand-Fernandez,Management,10,66033.1
Olivie Pichon,Sales,27,21621.83
Jean Durand,Sales,26,81284.25
Julien Colas,Management,28,52037.19
Marthe Gillet,Service,19,95843.54
Alex Dupuis,Service,15,106701.15
Thomas Turpin,Service,2,77084.45
Christine Gimenez,Service,9,117305.92
Gilles Launay,Sales,7,72046.67
Anouk Becker-Imbert,Sales,13,45573.86
Marthe Da Silva,Service,15,90546.46
Denise-Virginie Boulay,Management,8,117867.64
Timothée Richard,Service,15,27179.85
Lucas Neveu,Service,29,22083.41
Sylvie du Hamel,Management,21,58799.09
Émile Baron,Management,19,103191.85
Benoît Mallet,Service,22,42736.52
Jacqueline-Capucine Lesage,Service,2,104989.11
André Brun,Sales,17,105994.9
Gilbert Sauvage,Management,26,77411.39
Aurore Marin,Service,25,117551.24
Catherine Masson de la Boulanger,Management,27,94016.32
Denise Vincent,Service,9,106467.61
Henri Rémy,Management,16,92528.81
Émile Gay,Sales,24,56833.4
Thérèse Perrin,Service,1,112368.66
Honoré Mendès de Dumont,Sales,10,112875.93
Anouk Moreau,Management,20,98968.46
Catherine de Fontaine,Management,23,82852.8
Michelle Leclerc,Service,10,94323.67
Marthe Brunel,Management,14,29135.34
Henri Lemaître,Sales,18,64681.89
Alex Navarro,Sales,4,82829.98
Nicolas de Dupuy,Management,15,106666.55
Marthe Hoarau,Service,2,21826.84
Pénélope Barbe,Sales,21,88424.32
Anne Menard-Antoine,Management,10,59381.59
Roger Leclerc Le Carre,Service,17,44490.78
Rémy Baron,Management,12,112698.01
Joséphine Rousset de Lebreton,Service,14,41040.63
Maggie Lucas,Sales,28,37192.1
Joséphine Devaux-Lemaire,Management,26,65816.32
Alice Picard de la Collin,Sales,21,114789.24
Margot Voisin,Service,28,78041.89
Suzanne Olivier,Service,3,63591.65
David Schmitt,Service,16,101169.5
Jacqueline Renard,Sales,24,72177.78
Yves Le Teixeira,Management,9,65970.54
Marine Jean,Sales,21,24046.1
Alex de Gomez,Service,7,106903.04
René Lucas,Management,15,29091.66
Henri Laporte,Sales,22,60227.15
Guillaume Germain,Service,15,46250.78
Virginie Blot-Renault,Sales,11,29733.81
Charles Le Turpin,Service,22,85001.21
Matthieu Bonneau,Management,16,80933.23
Gérard Gillet-Rolland,Sales,17,97823.1
Mathilde Weber-Delorme,Service,22,117049.67
Luc Vidal,Service,23,66568.66
Louis Blanchet Le Fischer,Sales,20,73364.07
Frédéric Weber,Management,2,106288.26
Paul de la Legros,Service,11,83925.29
Timothée Fontaine-Jacquot,Management,19,60255.82
Denise-Marine Denis,Sales,20,111632.5
Jérôme Brunet,Service,9,100263.33
David Dupont,Sales,18,94619.68
Susanne Lambert,Management,12,59624.25
Odette Carlier,Service,30,48089.51
Auguste Marty,Service,19,63882.32
Jean Marty,Management,15,113702.04
Marcel Renard,Sales,25,24671.79
Susanne Renault,Sales,13,44898.56
Christelle Leconte,Service,12,80554.5
Odette Picard-Martin,Management,14,31667.95
Michel Jacques du Perrier,Sales,5,78291.36
Christophe Pages de Buisson,Service,5,44290.08
Marianne Picard,Service,23,73447.14
Pauline-Élodie Fabre,Management,27,104943.86
Thérèse de la Martineau,Service,6,74032.84
Philippe Mary de la Traore,Sales,25,40342.58
Sophie Lucas,Service,5,80545.91
Émile Guillou de la Aubert,Management,11,117973.95
Philippine Parent-Cordier,Service,11,57130.57
Jacqueline Cohen,Sales,20,36877.75
Alphonse Marion,Sales,28,98621.19
Paul Cousin,Management,6,72682.9
Marc Le Bonnin,Management,25,42744.09
Margaud-Martine Colas,Sales,16,71815.38
Sébastien Couturier-Meunier,Service,25,93482.8
Adrienne Le Paul,Sales,4,45146.63
Antoine Da Costa,Service,25,84719.86
Georges Rousseau,Sales,19,20898.47
Marguerite Goncalves,Service,14,117507.1
Juliette Couturier-Bigot,Management,5,115445.18
Julie-Virginie Verdier,Sales,19,59097.87
Sylvie Diaz,Management,23,66290.47
Gilles Rodrigues,Management,29,91077.92
Jacques de la Jacob,Service,21,50293.05
Hugues Germain,Management,20,37172.28
Emmanuel Albert,Management,6,89959.56
Pierre-Vincent Gaudin,Service,6,68327.49
Grégoire Maurice de Collet,Sales,4,55563.53
Michelle Lejeune,Service,2,58875.6
Céline Menard-Ferrand,Sales,2,73831.04
Simone de la Jacquot,Service,11,108160.15
Grégoire Humbert,Management,11,119874.84
Guillaume-Yves Cohen,Service,6,55675.78
Margot du Gosselin,Sales,17,73643.95
Inès de Texier,Sales,14,40082.25
Dominique du Lecomte,Sales,25,27917.77
Marine Le Gaudin,Service,30,46025.72
Paul-Eugène Blot,Management,1,111877.64
René Leclerc,Management,12,103095.0
Philippe Peron,Service,13,39669.86
Jacques Marty,Service,8,107195.25
Capucine de la Faivre,Sales,26,56264.22
Jean Joly-Costa,Service,10,38225.56
Gilbert Ledoux,Service,25,42678.49
Paul Morin,Service,1,68538.39
Bernard Lacroix de Duhamel,Sales,18,55580.32
Théodore du Boyer,Sales,6,26808.87
Virginie-Thérèse Legendre,Sales,29,47607.54
Roger-Daniel Garnier,Service,28,84650.06
Honoré-Alfred Chauvin,Sales,14,97874.41
Aimé Barbe,Service,20,101845.68
Robert Gimenez,Service,14,48589.59
Michel de Langlois,Service,8,42292.69
Noémi Coulon,Management,19,103722.14
Frédéric Blanc,Sales,2,56535.37
Gilbert Vasseur,Management,28,116997.59
Pierre Caron,Service,11,94509.18
Jeanne-Amélie Bousquet,Management,18,55056.64
Roger Lévêque,Service,17,88379.24
Alice de Wagner,Service,29,27234.98
Gilbert Rodriguez de Roy,Management,17,20543.38
Denise de Maillard,Sales,3,115080.73
Jules-Thierry De Sousa,Sales,14,48943.18
Marcel-Gilles Leroy,Management,15,118132.94
Christelle Étienne,Management,14,92544.62
Stéphane-Augustin Ollivier,Management,24,82409.6
Victor Thomas,Service,5,102939.18
Louis Humbert de Hardy,Sales,13,68999.61
Josette Dupont du Guillou,Sales,23,41821.59
Stéphane Mendès,Sales,1,52045.2
Suzanne-Christiane Foucher,Sales,17,103177.96
Éric Rousset,Management,4,92772.61
Lucy Roux,Management,28,53331.64
Guy Reynaud du Fleury,Service,4,81713.36
Adèle Bigot,Service,19,77399.97
Honoré Coulon,Service,26,74636.82
Benjamin Leleu,Management,7,74645.16
Patrick-Sébastien Noël,Management,8,46148.29
Antoinette Dijoux du Fontaine,Service,10,81524.72
Noël Monnier,Service,30,103971.52
Hortense Joubert,Management,6,92479.04
William Morel,Management,29,112028.84
Noël Berthelot,Management,14,55890.98
Margaud Mendès,Service,3,59414.55
Susan Normand,Sales,6,39406.04
Eugène Faure,Sales,15,63198.21
Augustin Roux,Service,30,35769.68
Augustin Pichon-Bernard,Sales,9,51036.62
Laurence Noël,Sales,29,50147.34
Hugues Lévêque,Service,5,36511.25
Gilles Lebreton,Service,23,109554.53
Thibault Marin,Service,6,46339.87
Augustin Guyot,Management,11,48234.4
Henriette Vincent,Service,7,43873.47
Théodore-Raymond Voisin,Service,7,88401.7
Élisabeth Leclercq,Service,2,39803.81
Thibault Texier,Service,28,75119.34
Frédéric Klein,Management,1,78672.92
Isaac Gomes,Service,20,74092.73
Timothée-Lucas Pineau,Sales,1,59761.22
Georges De Sousa,Management,16,76898.5
Christine Roy de la Coste,Management,1,86370.44
Laure Bigot,Service,6,64897.06
Lucie-Diane Lambert,Service,5,86412.56
Caroline Baudry,Sales,21,94779.99
Yves Robin,Service,19,78378.34
Charlotte Poirier,Sales,8,114812.35
Noël Benard,Sales,2,86038.44
Michèle Lacroix,Management,16,84440.38
Pierre Hebert,Sales,17,101457.19
Laurence Gérard,Service,10,40251.17
Christine Ferreira,Sales,23,90858.55
Vincent Adam,Sales,24,28745.96
Manon Duval,Service,15,46782.03
Philippe Voisin,Sales,30,20337.12
Aimé-Robert Roger,Service,18,78432.15
Jeanne Robert de la Bourgeois,Sales,13,67816.21
Geneviève Rousset,Service,25,113462.01
Dominique Renard,Management,25,108211.85
Aurélie Morel de Pierre,Sales,5,34949.73
François Rivière-Daniel,Sales,22,71861.79
Alain Pelletier,Service,29,27874.82
Alain Wagner,Management,4,71231.15
Élodie Marchal,Sales,26,63096.44
Marie Olivier,Sales,14,35682.96
Alex Dias-Descamps,Sales,11,49950.72
Margot Vincent du Maillet,Management,25,68671.42
Valentine-Marianne Salmon,Sales,6,31933.66
Agathe Dupuy,Management,21,39852.17
Thomas du Rocher,Service,15,49083.65
Colette Martin,Sales,22,57182.84
Patrick du Rocher,Sales,15,82696.4
Zacharie Rey-Bertin,Service,7,31648.02
Charlotte Bodin-Grégoire,Service,16,56894.77
Susan Le Roussel,Management,24,66750.59
Constance Auger,Sales,11,80632.79
Gérard Grégoire,Management,28,33220.48
Olivier Carpentier,Management,29,108028.23
Alexandre Leblanc,Management,17,70471.66
Adrien Lucas,Management,27,108886.13
Éric Jacques,Sales,14,88845.37
Éric-Aimé Hervé,Sales,19,82738.98
Julie Morvan,Sales,1,53093.0
Édouard Lefèvre,Sales,13,21331.21
Cécile de Alexandre,Service,29,78611.61
Édouard de la Breton,Sales,25,64964.22
Bernard Renault-Barthelemy,Sales,17,68965.07
Bernard Bertrand,Service,14,29385.43
Eugène Guillaume,Sales,10,83855.01
Madeleine-Pénélope Regnier,Service,28,107402.05
Nicole-Marine Besson,Sales,8,87095.05
Jeannine Coulon,Service,19,53284.02
Alexandria Mathieu,Service,11,119545.92
Arthur Pichon,Sales,1,48226.29
Olivier Ribeiro,Service,29,31957.13
Zoé-Hélène Bazin,Service,27,39746.67
Suzanne du Vaillant,Management,25,60080.55
Céline du Gallet,Management,26,92926.12
Emmanuelle Boucher,Management,11,55228.72
Denis Michaud de Lecoq,Management,27,117424.12
Alain Marin,Service,23,37108.2
Emmanuel Roux Le Le Goff,Sales,22,119824.96
Luc de la Gomez,Sales,30,77258.15
William du Bernier,Service,20,32974.91
Guillaume du Coste,Management,24,54217.46
Sabine Carlier,Service,17,85135.46
Marcelle Marin-Toussaint,Service,12,63013.26
Margaret Rolland-Buisson,Sales,3,78497.74
Denis Evrard,Service,21,63979.47
Sophie Klein-Nguyen,Sales,22,69276.4
Danielle Charles,Management,24,76493.9
Roger Chauveau,Management,4,42710.82
Denis Da Costa,Management,24,99602.04
Philippine Lopes,Sales,20,35198.69
Julien Potier,Service,2,73922.54
Gérard Pelletier,Service,3,96188.35
Alain Leroux du Fischer,Sales,6,42598.47
Amélie Renaud du Simon,Management,9,55654.08
Paul Daniel-Thomas,Management,1,79519.11
Thérèse Blin du Rodrigues,Sales,8,60942.83
Denis Diaz,Sales,25,38963.58
Roland-Sébastien Lambert,Service,27,31734.49
Sabine Joubert,Service,15,32687.09
Émilie Lefèvre,Service,17,32906.42
Patrick Laurent,Service,16,80324.28
Denis Simon,Service,10,75438.14
Agathe-Margaret Dupuy,Service,7,61776.49
Jérôme Lemoine,Management,13,62964.5
Tristan-Gilles Blin,Sales,17,60980.8
Charlotte de Laporte,Sales,29,83478.51
Martin Barre,Management,26,90215.36
Julie de Lacombe,Management,23,94484.66
Franck Étienne,Management,16,89007.82
Dorothée Simon-Langlois,Management,5,74464.18
Bernard Wagner-Lelièvre,Service,8,93401.51
Françoise Ferrand,Management,10,85822.3
Aurore de la Moreno,Sales,30,65321.72
Maggie Gonzalez-Briand,Management,26,94818.47
Laurence Roux,Sales,15,31435.65
Édouard Martineau,Sales,21,96049.67
Céline Charrier,Service,5,101934.0
Gérard Carpentier,Service,30,95353.26
Eugène Gautier de la Benard,Management,10,23530.53
Xavier Maillet,Management,3,103833.6
Olivie Parent-Perret,Management,6,101825.51
Stéphanie Marchal-Aubry,Service,28,79714.05
Stéphane Guillet-Hamel,Service,11,53014.82
Astrid Le Ledoux,Management,10,107861.98
Adélaïde-Célina Simon,Management,6,27993.28
Jérôme Pascal-Andre,Management,15,77641.26
Adélaïde Boulanger,Service,27,50910.8
Cécile-Odette Pages,Service,9,48027.33
Susanne Joseph,Management,10,78411.27
Jeannine Ferrand-Hervé,Sales,12,112062.9
Gilles Masson,Management,19,33895.21
Michèle Colas,Service,19,55248.57
Olivier Chrétien,Sales,26,70478.85
Aurélie Maury de la Gaudin,Sales,15,57768.84
Josette Techer,Service,4,82503.22
Aurore Grondin,Management,15,97716.29
Vincent-Roland Clerc,Service,1,29899.01
Antoinette Le Gall,Service,12,35639.95
Susan Le Roux,Management,20,42509.54
Charlotte Perrier,Service,10,112688.81
Monique Julien,Sales,19,33758.64
Élodie Martineau,Management,1,39658.86
Thomas Jourdan,Service,23,27673.03
Sébastien Charpentier,Service,28,61559.32
Alix Aubry,Sales,14,93563.46
Agathe Vaillant,Sales,10,49996.32
Alex Nguyen,Sales,12,69027.78
Augustin Simon,Sales,16,34399.54
Isaac Benard,Sales,6,53447.18
Antoine Albert,Management,9,77805.83
Célina Renard,Sales,16,38683.52
Emmanuelle Thomas,Management,17,24987.83
Julien Lemonnier,Sales,3,102100.45
Honoré Lemaire,Sales,24,31051.47
Inès Barthelemy de Muller,Management,26,95389.92
Christiane David-David,Management,16,83168.86
Richard Ruiz,Service,5,100325.28
Christophe Lemonnier,Service,19,106474.03
Honoré Pons,Management,4,75086.03
Guillaume Meyer,Sales,8,101598.07
Henriette Bourgeois-Descamps,Service,30,80559.18
Benoît Legros,Management,17,31323.86
Célina Picard,Sales,3,22630.59
Éric Muller,Service,20,112412.71
Joséphine Prévost,Service,2,93018.93
Éléonore Le Philippe,Management,20,92583.68
Aurélie de Olivier,Sales,19,105970.33
Christine du Masse,Service,1,79664.3
Grégoire Lefort de Vallée,Sales,9,49469.5
Édouard-Auguste Guérin,Service,19,118898.16
Benjamin-Roger Hamel,Sales,16,109209.54
Victor-Auguste Lemonnier,Management,27,71870.67
Capucine Jacquet,Sales,16,97561.44
Pierre Colin de Laurent,Service,4,30810.16
Eugène Thomas-Pereira,Service,5,55172.52
Charles-Thibaut Delmas,Sales,27,26423.38
Édouard Lejeune,Sales,17,51566.85
Roger Moreau,Management,15,68899.34
Sophie Guyon-Dumas,Management,29,58869.88
Alfred de la Delahaye,Sales,28,31925.66
Maurice Le Goff de la Da Silva,Service,24,26794.03
Roger Poirier,Sales,26,90274.83
Gilbert Cohen,Management,2,117835.75
Hélène Riou,Sales,23,23608.49
Noémi Georges,Service,5,102720.07
Marcel Blanchard Le Hervé,Sales,10,36641.73
Matthieu Petitjean,Sales,5,105812.18
Frédérique Le Roux-Lopez,Sales,24,107889.32
Patrick Grégoire,Management,8,106041.44
Bertrand Breton,Service,6,26318.68
Henriette Collin,Sales,18,65882.44
Luce Robert,Management,1,49521.04
Zoé Bertrand,Management,7,42919.84
Mathilde Chauvet,Sales,6,25909.52
Pénélope Marques,Sales,16,61710.6
Gilles Bodin,Service,28,47641.31
Nathalie Blondel,Sales,22,57080.45
Bernard de Gauthier,Service,7,21274.23
Nathalie Fernandes,Sales,14,97705.87
Sabine Roux,Service,30,48656.13
Gilles Hardy,Service,20,46422.15
Pierre de la Schmitt,Management,1,83295.18
Hortense Fournier,Service,22,113984.06
Anaïs Peltier,Management,21,94577.35
Jean Hamon,Management,16,93132.02
Franck Le Roger,Sales,6,28278.92
Philippe-Isaac Germain,Management,24,41877.14
Alexandre de Lenoir,Sales,17,117306.27
Jean Alves,Management,30,89706.0
Isaac Allain,Service,1,37409.98
Gabriel Richard,Service,7,100953.17
Vincent Bertin,Sales,13,52795.48
Hugues Blin,Management,23,54602.52
Gérard Hoareau-Petit,Management,21,104811.13
Pierre Blanchard,Service,9,109797.08
Josette-Hortense Legros,Management,24,70619.31
Susan Philippe,Management,15,118945.04
Pierre Gonzalez-Gomez,Sales,29,113129.51
Alice Chrétien,Sales,13,30881.54
Stéphanie Lacroix-Seguin,Sales,11,52794.72
Eugène-Thomas Lucas,Sales,25,96463.27
Eugène Philippe,Sales,1,96019.8
Astrid Coste,Management,11,72250.82
Roger Bonnin de la Navarro,Sales,22,81950.4
Étienne Courtois de la Albert,Management,12,77212.97
Hélène Lemoine,Service,11,55590.4
Théodore Gros,Service,9,62133.82
Noël Rossi,Management,22,62957.31
Rémy Costa,Sales,30,118753.55
Roger Couturier,Service,24,25648.08
Alexandria Rivière,Sales,20,71319.66
Françoise Valette,Management,8,97469.55
Alphonse Legendre,Sales,15,34448.91
Eugène Schneider,Management,6,42153.46
Michelle Martel,Service,24,65941.93
Jérôme Tanguy,Sales,29,56196.51
Daniel de la Traore,Service,28,61555.41
Arthur Barthelemy,Service,3,71012.13
Françoise Mendès,Service,28,66957.27
Adrienne Duval Le Aubert,Service,15,89526.47
Danielle Renault,Service,30,50919.55
Benoît Coste,Management,25,94718.8
Martine Delorme,Service,8,58739.45
Suzanne Maurice,Service,30,45676.57
Arnaude de Roux,Management,29,76208.46
Honoré Duhamel,Management,22,45029.6
Diane Renaud-Renault,Service,30,50002.16
Luc-Louis Blanchard,Management,8,119864.03
Nicole Humbert,Service,11,64031.46
Anouk Bonnet,Service,10,116239.67
Arnaude Bazin-Laporte,Management,20,115597.49
Laurent Couturier de la Benard,Management,8,47168.28
Auguste Mendès,Management,25,96923.47
Charles Marin,Sales,27,28246.57
Adrien Fernandes,Service,27,35353.19
Luc de Rossi,Service,21,42738.89
Camille Dupont,Sales,24,110843.06
Alfred Bertin,Service,13,70874.83
Noémi Leconte,Sales,16,112985.2
Antoine Payet,Management,22,45861.6
Valérie Mendès,Sales,4,47124.41
Daniel-Gérard Lemaître,Sales,7,47758.42
Auguste de Charpentier,Sales,12,57145.98
Roland Gautier,Service,5,80849.37
Gilbert Lebon,Sales,8,54746.89
Paul Gomes,Management,1,95144.93
Théodore Noël,Sales,27,62444.67
Simone du Leroy,Sales,2,53649.17
William Valette,Service,24,105130.38
Agathe Delaunay,Sales,10,117537.03
Guillaume Lombard,Management,4,74399.81
Christophe Lebon,Service,23,103820.91
Rémy Baudry,Sales,2,101680.9
Margot Pruvost,Service,13,113532.41
Adrienne Hubert,Service,30,98615.89
Victor Nicolas Le Barbe,Sales,20,57365.44
Gilbert de Launay,Service,23,68608.5
Claudine Vallée,Service,11,32208.35
Richard Roche,Management,19,116324.67
Renée-Anaïs Vincent,Management,14,21566.2
Gérard du Becker,Service,26,27681.58
Jules Rousseau,Service,21,90086.7
Émile Guyon-Lefèvre,Sales,30,101557.51
Célina Bonnin,Sales,7,52518.14
Véronique Fontaine-Weiss,Service,19,42354.68
Pénélope Pelletier,Service,20,21652.53
Guillaume Bigot,Service,14,77569.33
Frédérique Weber Le Blot,Service,16,76565.05
Adèle-Frédérique Devaux,Management,14,32628.0
Céline-Olivie Dupont,Service,13,36584.17
Jeannine Guichard,Management,6,80369.99
Brigitte Moreau,Management,30,69147.98
Nathalie Gosselin Le Fabre,Management,30,86543.69
Chantal Maurice,Management,4,41102.47
Paul Moreno,Sales,1,87755.09
Laurent Pelletier,Service,7,76804.95
Camille Lefebvre,Sales,18,22840.84
Nath-Michelle Roche,Service,14,108575.59
Olivie Richard,Service,18,89941.37
Jean Pires de la Lefebvre,Sales,18,43105.89
David Mercier,Service,26,58444.11
Maggie-Paulette Vasseur,Service,30,115155.91
Aurélie de Rodriguez,Sales,13,50729.22
Nicolas Garcia,Sales,19,106538.53
Emmanuel Girard,Service,26,29399.4
Célina Duval du Navarro,Sales,19,23201.38
Madeleine Pichon-Besson,Management,4,36344.21
François Simon,Sales,19,32564.78
Alexandre Le Carlier,Service,18,61640.38
Hugues Le Garcia,Service,25,72999.14
Victor Lemaître,Service,28,44675.54
Jérôme Moreno,Service,16,101733.06
Agnès Philippe,Service,25,51264.94
Xavier Voisin,Management,14,78377.36
Margot Guillou-Alves,Sales,23,60301.6
Édith-Amélie Lecomte,Service,11,54204.0
Zacharie de Ferreira,Management,30,79402.63
Gilles-Hugues Jacquot,Service,21,118084.01
Constance Le Boulanger,Management,27,107204.39
Benjamin Joubert,Service,18,83125.68
Édith-Gabrielle Rémy,Management,26,81059.97
Agnès Jacquet-Carre,Management,5,79748.3
Manon-Alexandria Chevalier,Management,2,118757.12
Susan Ribeiro,Management,17,28426.8
Honoré-Marcel Martin,Service,19,118064.91
Alex Didier,Service,25,32958.79
Théodore Paul,Service,21,83220.25
Xavier Renard,Service,9,112491.68
Anouk Navarro,Service,8,107210.68
Richard Bertrand,Sales,3,22815.76
Édouard Bourdon,Management,18,68490.21
Diane Rousseau,Management,22,41124.36
Gabriel Lelièvre,Management,9,34563.05
Bertrand-Marc Menard,Sales,4,116608.13
Isabelle de la Bailly,Sales,2,47371.04
Aimé-Xavier Lopez,Sales,26,25202.79
Benoît-Guillaume Schmitt,Management,15,41042.27
Aurore Bousquet,Sales,16,67270.05
Margaret Raynaud-David,Service,21,24938.04
Adrien-Roger Lecoq,Sales,29,116455.7
Jérôme Barthelemy,Service,23,44550.02
Alexandria Pages,Management,17,116839.47
Augustin Dufour de la Marques,Service,9,68273.3
Rémy-Nicolas Samson,Service,3,36180.29
Bertrand Cohen,Sales,27,94672.45
Françoise Bruneau,Management,28,106351.75
Stéphanie Dupont de la Da Costa,Service,8,30049.91
Thibaut Lenoir de Chartier,Sales,1,25401.81
Zoé-Emmanuelle Duhamel,Service,8,33019.02
Marie Antoine,Sales,7,21208.63
Bernard Vasseur,Service,25,33867.9
Hugues Gomes,Management,5,46915.45
Daniel Gérard,Service,30,27150.83
Patrick Bodin,Service,4,56337.94
Hortense Torres,Service,30,65481.49
Frédérique Bonnet,Management,7,20246.13
David Le Arnaud,Sales,22,114537.81
Élise-Astrid Denis,Sales,29,58404.86
Christine Marques,Management,3,49284.28
René Marchal-Gomez,Management,12,61689.87
Roland Costa-Chauvet,Service,26,48620.97
Bernard Dijoux,Service,8,61877.87
Françoise Leroy,Sales,6,49183.79
Patricia Rivière,Sales,18,114968.34
Victor Riou,Management,2,77817.86
Raymond Lebreton,Sales,7,69956.04
Arnaude Martineau,Service,29,48701.08
Émilie Benard,Management,25,71244.7
Thibault Hernandez-Robin,Management,5,24228.05
Daniel de la De Oliveira,Sales,4,66906.38
Zacharie Le Marchal,Sales,10,26553.85
Georges Costa,Sales,1,117269.75
Guy-Bertrand Nicolas,Management,1,95703.88
Vincent Pierre,Management,5,22772.71
Pierre Brunet du Picard,Sales,19,71248.63
Georges Jacquet,Management,28,93981.79
Jacques Renault,Management,5,118910.54
Adèle Clément de Durand,Management,3,87127.55
Henriette Gilbert,Sales,8,117744.4
Adélaïde Pierre,Management,25,36639.91
Gilbert Lagarde de Peron,Sales,24,90185.73
Margaret Legros,Service,4,29209.55
Denise Hoareau Le Fernandes,Management,30,108150.53
Georges Joseph-Barre,Sales,6,31892.6
Laurence Godard,Service,17,72060.24
Maurice Fontaine de la Rossi,Service,28,76432.7
Denis-Frédéric Collin,Sales,27,53038.54
Andrée Voisin,Management,14,26277.65
Rémy Lemaire du Jacquet,Management,1,72522.97
Nath Girard,Service,26,54970.99
Rémy Laurent-Duval,Sales,29,63487.71
Jacques-Sébastien Dumont,Sales,14,39249.42
Daniel Delattre,Sales,26,35991.36
